Name,Description,styleUrl,Hours,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
เกตุวานิช อุตสาหกรรม,"Hours: Peak<br>Power: 90 kW<br>Description: Type2: 22 kW<br>Type1: 22 kW<br>CCS2: 2x 90 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.632981<br>Longitude: 100.427775<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type2: 22 kW
Type1: 22 kW
CCS2: 2x 90 kW, 200A
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.632981,100.427775,EA,"
            100.427775,13.632981,0
          "
7-11 ลาซาล ซ.16,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.65849<br>Longitude: 100.6098<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","บางนา, บางนา, กรุงเทพมหานคร",13.65849,100.6098,EA,"
            100.6098,13.65849,0
          "
E-BUS แสมดำ (Station1),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 3x 150 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.625515<br>Longitude: 100.43807<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 3x 150 kW, 200A
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.625515,100.43807,EA,"
            100.43807,13.625515,0
          "
E-BUS แสมดำ (Station2),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 7x 150 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.625094<br>Longitude: 100.437744<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 7x 150 kW, 200A
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.625094,100.437744,EA,"
            100.437744,13.625094,0
          "
โชว์รูม อัศวยนต์ สาขานวมินทร์,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type1: 22 kW<br>CCS2: 110 kW, 200A, CLOSED<br>Type2: CLOSED<br>parking <br>Address: คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.818259<br>Longitude: 100.637113<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type1: 22 kW
CCS2: 110 kW, 200A, CLOSED
Type2: CLOSED
parking ","คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",13.818259,100.637113,EA,"
            100.637113,13.818259,0
          "
แฮปปี้ฮับ สปอร์ต แอนด์ รีครีเอชั่น (ถนนสุคนธสวัสดิ์),"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 59 kW<br>Type2: CLOSED<br>Parkong<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.835864<br>Longitude: 100.628302<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"CCS2: 59 kW
Type2: CLOSED
Parkong","ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.835864,100.628302,EA,"
            100.628302,13.835864,0
          "
กองมณฑลทหารบกที่ 11,"Hours: 24 Hr<br>Power: 135 kW<br>Description: CCS2: 135 kW, 200A, CLOSED<br>Parking<br>Address: ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร<br>Latitude: 13.893123<br>Longitude: 100.556832<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,135 kW,"CCS2: 135 kW, 200A, CLOSED
Parking","ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",13.893123,100.556832,EA,"
            100.556832,13.893123,0
          "
7-11 ประดิษฐ์มนูธรรม 27,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.833919<br>Longitude: 100.630648<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.833919,100.630648,EA,"
            100.630648,13.833919,0
          "
A.C.T สาขาแจ้งวัฒนะ,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: <br>Type2: 11 kW<br>CCS2: 2x 90 kW, 200A<br>Bridgestone ACT changwattana<br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.897306<br>Longitude: 100.548114<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type1: 
Type2: 11 kW
CCS2: 2x 90 kW, 200A
Bridgestone ACT changwattana","ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.897306,100.548114,EA,"
            100.548114,13.897306,0
          "
สถานบันบัณฑิตพัฒนบริหารศาสตร์ (ม.นิด้า),"Hours: Peak<br>Power: 90 kW<br>Description: Type2: 2x 22 kW<br>CCS2: 90 kW, 200A<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.770734<br>Longitude: 100.65396<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type2: 2x 22 kW
CCS2: 90 kW, 200A
Parking","คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.770734,100.65396,EA,"
            100.65396,13.770734,0
          "
7-11 ชุมชนศักดิ์มงคลชัย,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 117 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.634549<br>Longitude: 100.414358<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,117 kW,"CCS2: 117 kW, 200A, CLOSED
Type2: CLOSED
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.634549,100.414358,EA,"
            100.414358,13.634549,0
          "
SCB สาขาถนนนวมินทร์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 118 kW, 200A<br>Parking scb<br>Address: คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.804935<br>Longitude: 100.647431<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"Type2: 22 kW
CCS2: 2x 118 kW, 200A
Parking scb","คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",13.804935,100.647431,EA,"
            100.647431,13.804935,0
          "
เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 22 (บางนาขาเข้า),"Hours: Closed<br>Power: 110 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 110 kW, 200A, CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.668863<br>Longitude: 100.626748<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,110 kW,"Type2: 22 kW, CLOSED
CCS2: 110 kW, 200A, CLOSED
Parking","บางนา, บางนา, กรุงเทพมหานคร",13.668863,100.626748,EA,"
            100.626748,13.668863,0
          "
บิ๊กซี มัยลาภ,"Hours: 24 Hr<br>Power: 40 kW<br>Description: CCS2: 2x 40 kW<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.848906<br>Longitude: 100.624068<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,40 kW,"CCS2: 2x 40 kW
Parking","ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.848906,100.624068,EA,"
            100.624068,13.848906,0
          "
A.C.T สาขาแจ้งวัฒนะ 17,"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking Bridgestone A.C.T (Thailand) Co.,Ltd. <br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.905722<br>Longitude: 100.525119<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking Bridgestone A.C.T (Thailand) Co.,Ltd. ","ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.905722,100.525119,EA,"
            100.525119,13.905722,0
          "
อาคารหลักสี่พลาซ่า (ไอที หลักสี่),"Hours: 24 Hr<br>Power: 51 kW<br>Description: CCS2: 51 kW<br>Type2: CLOSED<br>Parking<br>Address: ตลาดบางเขน, หลักสี่, กรุงเทพมหานคร<br>Latitude: 13.886412<br>Longitude: 100.581202<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,51 kW,"CCS2: 51 kW
Type2: CLOSED
Parking","ตลาดบางเขน, หลักสี่, กรุงเทพมหานคร",13.886412,100.581202,EA,"
            100.581202,13.886412,0
          "
A.C.T นวลจันทร์,"Hours: Closed<br>Power: 90 kW<br>Description: CCS2: 90 kW, 200A, CLOSED<br>Type2: CLOSED<br>Bridgestone A.C.T (Thailand) Co.,Ltd. Nuanchan Branch<br>Address: สะพานสูง, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.819406<br>Longitude: 100.643317<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,90 kW,"CCS2: 90 kW, 200A, CLOSED
Type2: CLOSED
Bridgestone A.C.T (Thailand) Co.,Ltd. Nuanchan Branch","สะพานสูง, บึงกุ่ม, กรุงเทพมหานคร",13.819406,100.643317,EA,"
            100.643317,13.819406,0
          "
คาร์ลอฟท์ ออโต้ อิมพอร์ต,"Hours: 24 Hr<br>Power: 75 kW<br>Description: CCS2: 75 kW<br>Type2: CLOSED<br>Parking<br>Address: หนองบอน, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.699445<br>Longitude: 100.647085<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"CCS2: 75 kW
Type2: CLOSED
Parking","หนองบอน, ประเวศ, กรุงเทพมหานคร",13.699445,100.647085,EA,"
            100.647085,13.699445,0
          "
The Park กรุงเทพกรีฑา,"Hours: Peak<br>Power: 75 kW<br>Description: Type2: 3x 22 kW<br>CCS2: 2x 75 kW<br>parking<br>Address: หัวหมาก, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.747003<br>Longitude: 100.660641<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"Type2: 3x 22 kW
CCS2: 2x 75 kW
parking","หัวหมาก, บางกะปิ, กรุงเทพมหานคร",13.747003,100.660641,EA,"
            100.660641,13.747003,0
          "
ซีคอนสแควร์ (ศรีนครินทร์),"Hours: Peak<br>Power: 58 kW<br>Description: Type2: 22 kW<br>CCS2: 58 kW<br>Parking<br>Address: หนองบอน, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.694696<br>Longitude: 100.647763<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,58 kW,"Type2: 22 kW
CCS2: 58 kW
Parking","หนองบอน, ประเวศ, กรุงเทพมหานคร",13.694696,100.647763,EA,"
            100.647763,13.694696,0
          "
เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 19 (รามอินทรา กม.3),"Hours: 24 Hr<br>Power: 150 kW<br>Description: Type2: 22 kW<br>CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: อนุสาวรีย์, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.862064<br>Longitude: 100.619509<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"Type2: 22 kW
CCS2: 150 kW, 200A, CLOSED
Parking","อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",13.862064,100.619509,EA,"
            100.619509,13.862064,0
          "
บริสโซ่ บางนา,"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 58 kW<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.670984<br>Longitude: 100.636102<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"CCS2: 58 kW
Type2: CLOSED
Parking","บางนา, บางนา, กรุงเทพมหานคร",13.670984,100.636102,EA,"
            100.636102,13.670984,0
          "
ซัสโก้ สาขาติวานนท์,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.91258<br>Longitude: 100.50906<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.91258,100.50906,EA,"
            100.50906,13.91258,0
          "
7-11 พระปิ่น 5 (ซอยรางโพธิ์),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.639777<br>Longitude: 100.391165<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","บางบอน, บางบอน, กรุงเทพมหานคร",13.639777,100.391165,EA,"
            100.391165,13.639777,0
          "
ศูนย์การค้า EASE PARK รามอินทรา,"Hours: 24 Hr<br>Power: 90 kW<br>Description: Type2: 22 kW<br>Type1: 5 kW<br>CCS2: 90 kW, 200A<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.856239<br>Longitude: 100.62934<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,90 kW,"Type2: 22 kW
Type1: 5 kW
CCS2: 90 kW, 200A
Parking","ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.856239,100.62934,EA,"
            100.62934,13.856239,0
          "
ศิลา ฟิวเจอร์ จำกัด,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.847606<br>Longitude: 100.637679<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.847606,100.637679,EA,"
            100.637679,13.847606,0
          "
Kins ทำเบาะรถยนต์ เทพารักษ์,"Hours: Off-peak<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ<br>Latitude: 13.63614<br>Longitude: 100.611272<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking","เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",13.63614,100.611272,EA,"
            100.611272,13.63614,0
          "
SCB สาขา รามอินทรา กม. 4.5,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 5 kW<br>CCS2: 2x 110 kW, 200A<br>PARKING SCB<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.854002<br>Longitude: 100.633457<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 5 kW
CCS2: 2x 110 kW, 200A
PARKING SCB","ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.854002,100.633457,EA,"
            100.633457,13.854002,0
          "
The Paseo Town (สาขารามคำแหง) ST.2,"Hours: Peak<br>Power: 75 kW<br>Description: Type1: 11 kW<br>Type2: 22 kW<br>CCS2: 2x 75 kW<br>Parking Area<br>Address: สะพานสูง, สะพานสูง, กรุงเทพมหานคร<br>Latitude: 13.774233<br>Longitude: 100.666866<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,75 kW,"Type1: 11 kW
Type2: 22 kW
CCS2: 2x 75 kW
Parking Area","สะพานสูง, สะพานสูง, กรุงเทพมหานคร",13.774233,100.666866,EA,"
            100.666866,13.774233,0
          "
