Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Hours,Dealership,Address,Latitude,Longitude,Provider,Coordinates
ปตท หสน.อิสาณบริการ (สำนักงานใหญ่),Name-EN: PTT Isan Services (HO)<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 225 ม.11 ถ.แจ้งสนิท ต.เขวา อ.เมืองมหาสารคาม จ.มหาสารคาม 44000<br>Latitude: 16.163108<br>Longitude: 103.345488<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Isan Services (HO),120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,225 ม.11 ถ.แจ้งสนิท ต.เขวา อ.เมืองมหาสารคาม จ.มหาสารคาม 44000,16.163108,103.345488,PTT,"
            103.345488,16.163108,0
          "
ปตท หจก.อธิรุ่งโรจน์,Name-EN: PTT Athirungroaj<br>Power: 120 kW<br>Description: ChargeCore NKR-ADC: 2x CCS2 (1000V 200A)<br>Address: 343 ม.3 ต.แจระแม อ.เมืองอุบลราชธานี อุบลราชธานี 34000<br>Latitude: 15.27414968<br>Longitude: 104.8048702<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Athirungroaj,120 kW,ChargeCore NKR-ADC: 2x CCS2 (1000V 200A),,,343 ม.3 ต.แจระแม อ.เมืองอุบลราชธานี อุบลราชธานี 34000,15.27414968,104.8048702,PTT,"
            104.8048702,15.27414968,0
          "
ปตท บจ. ธ.ร่วมเจริญปิโตรเลียม,Name-EN: PTT Tor. Ruam Charoen Petroleum<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 1/14 ม.11 ถ.สุขประยูร ต.นาป่า อ.เมืองชลบุรี ชลบุรี 20000<br>Latitude: 13.392419<br>Longitude: 101.02078<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Tor. Ruam Charoen Petroleum,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,1/14 ม.11 ถ.สุขประยูร ต.นาป่า อ.เมืองชลบุรี ชลบุรี 20000,13.392419,101.02078,PTT,"
            101.02078,13.392419,0
          "
ปตท บจ. เอวารีปิโตรเลียม,Name-EN: PTT Avary Petroleum<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 99/152 ม.4 ต.โคกขาม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000<br>Latitude: 13.561024<br>Longitude: 100.293162<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Avary Petroleum,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,99/152 ม.4 ต.โคกขาม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,13.561024,100.293162,PTT,"
            100.293162,13.561024,0
          "
ปตท สวี,Name-EN: PTT Sawi<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 5/27 ม.4 ต.นาโพธิ์ อ.สวี จ.ชุมพร 86130<br>Latitude: 10.182648<br>Longitude: 99.096145<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Sawi,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,5/27 ม.4 ต.นาโพธิ์ อ.สวี จ.ชุมพร 86130,10.182648,99.096145,PTT,"
            99.096145,10.182648,0
          "
บิ๊กซี ภูเก็ต,Name-EN: BigC Phuket<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 172 หมู่ 5 ตำบลวิชิต อำเภอเมืองภูเก็ต ภูเก็ต 83000<br>Latitude: 7.895963<br>Longitude: 98.367388<br>Provider: PTT,#icon-1899-DB4436-labelson,BigC Phuket,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,172 หมู่ 5 ตำบลวิชิต อำเภอเมืองภูเก็ต ภูเก็ต 83000,7.895963,98.367388,PTT,"
            98.367388,7.895963,0
          "
ปตท หจก.เอกะหน่อง ปิโตรเลียม,"Name-EN: PTT A Ka Nong Petroleum<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 1141 ม.1 ต.พระบาท อ.เมืองลำปาง ลำปาง 52000<br>Latitude: 18.257368<br>Longitude: 99.542903<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT A Ka Nong Petroleum,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,1141 ม.1 ต.พระบาท อ.เมืองลำปาง ลำปาง 52000,18.257368,99.542903,PTT,"
            99.542903,18.257368,0
          "
ปตท ตำบลมาบข่า,Name-EN: PTT Tambon Map Kha<br>Power: 120 kW<br>Description: Delta AC Mini Plus: Type 2<br>ChargeCore NKR: 2x CCS2 (1000V 200A)<br>Address: 100/92 ถ.ทางหลวงระยองสาย-3191 ต.มาบข่า อ.นิคมพัฒนา จ.ระยอง 21180 <br>Latitude: 12.76756<br>Longitude: 101.169621<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Tambon Map Kha,120 kW,"Delta AC Mini Plus: Type 2
ChargeCore NKR: 2x CCS2 (1000V 200A)",,,100/92 ถ.ทางหลวงระยองสาย-3191 ต.มาบข่า อ.นิคมพัฒนา จ.ระยอง 21180 ,12.76756,101.169621,PTT,"
            101.169621,12.76756,0
          "
ปตท บจ.หยกพาณิชย์,"Name-EN: PTT Yokpanit<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 115/2 ม.4 สุขุมวิท ตะพง เมืองระยอง ระยอง 21000<br>Latitude: 12.65437545<br>Longitude: 101.333902<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Yokpanit,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,115/2 ม.4 สุขุมวิท ตะพง เมืองระยอง ระยอง 21000,12.65437545,101.333902,PTT,"
            101.333902,12.65437545,0
          "
ปตท หจก.ปิยะพรเจริญ (แม่ฟ้าหลวง),Name-EN: PTT Piyaporncharoen (Mae Fah Luang)<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 284 หมู่ที่ 10 ต.นางแล อ.เมืองเชียงราย จ.เชียงราย 57000<br>Latitude: 20.033878<br>Longitude: 99.874779<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Piyaporncharoen (Mae Fah Luang),120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,284 หมู่ที่ 10 ต.นางแล อ.เมืองเชียงราย จ.เชียงราย 57000,20.033878,99.874779,PTT,"
            99.874779,20.033878,0
          "
ปตท บจ.ปิโตรเลียม (ช่างอากาศอุทิศ),Name-EN: PTT Petroleum (Technician Air Uthit)<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 244 ถ.ช่างอากาศอุทิศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210<br>Latitude: 13.91505<br>Longitude: 100.58665<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Petroleum (Technician Air Uthit),120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,244 ถ.ช่างอากาศอุทิศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,13.91505,100.58665,PTT,"
            100.58665,13.91505,0
          "
คาเฟ่ อเมซอน แพลนเน็ต คอม รามอินทรา 34,Name-EN: Cafe Amazon Planet Comm Ramintra 34<br>Power: 120 kW<br>Description: IOCharger IOCAP06C 22kW: 2x Type 2<br>ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: บริษัท แพลนเน็ตคอมมิวนิเคชั่นเอเชีย จำกัด ซอยรามอินทรา 34 แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230<br>Latitude: 13.84483282<br>Longitude: 100.6329629<br>Provider: PTT,#icon-1899-DB4436-labelson,Cafe Amazon Planet Comm Ramintra 34,120 kW,"IOCharger IOCAP06C 22kW: 2x Type 2
ChargeCore CCSx2: 2x CCS2 (1000V 200A)
ChargeCore CCSx2: 2x CCS2 (1000V 200A)",,,บริษัท แพลนเน็ตคอมมิวนิเคชั่นเอเชีย จำกัด ซอยรามอินทรา 34 แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230,13.84483282,100.6329629,PTT,"
            100.6329629,13.84483282,0
          "
ปตท บจ.ส.สมบูรณ์ปิโตรเลียม,Name-EN: PTT Sor. Somboon Petroleum<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 679 ม.1 ต.กุยบุรี อ.กุยบุรี จ.ประจวบคีรีขันธ์ 77150<br>Latitude: 12.0725606330069<br>Longitude: 99.8594135439969<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Sor. Somboon Petroleum,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,679 ม.1 ต.กุยบุรี อ.กุยบุรี จ.ประจวบคีรีขันธ์ 77150,12.0725606330069,99.8594135439969,PTT,"
            99.8594135439969,12.0725606330069,0
          "
เบนซ์ บีเคเค กรุ๊ป,"Name-EN: Benz BKK Group<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 999 ถนนเทพรัตน์ แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260<br>Latitude: 13.6660566672437<br>Longitude: 100.64743385974<br>Provider: PTT",#icon-1899-DB4436-labelson,Benz BKK Group,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,999 ถนนเทพรัตน์ แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,13.6660566672437,100.64743385974,PTT,"
            100.64743385974,13.6660566672437,0
          "
ปตท วิภาวดี (เดิม-สวัสดิการ ร.1 รอ.),"Name-EN: PTT Vibhavadi<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 181 ถ.วิภาวดีรังสิต แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400<br>Latitude: 13.77939<br>Longitude: 100.55613<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Vibhavadi,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,181 ถ.วิภาวดีรังสิต แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,13.77939,100.55613,PTT,"
            100.55613,13.77939,0
          "
ปตท นิมิตใหม่,Name-EN: PTT Nimitmai<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 71 ม.2 แขวงสามวาตะวันออก เขตคลองสามวา จ.กรุงเทพมหานคร 10510<br>Latitude: 13.900785<br>Longitude: 100.735622<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Nimitmai,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,71 ม.2 แขวงสามวาตะวันออก เขตคลองสามวา จ.กรุงเทพมหานคร 10510,13.900785,100.735622,PTT,"
            100.735622,13.900785,0
          "
ปตท ร่วมมิตรปิโตรเลียม,"Name-EN: PTT Ruammit Petroleum<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 168 ม.2 ต.ป่าแดด อ.เมืองเชียงใหม่ เชียงใหม่ 50100<br>Latitude: 18.764427<br>Longitude: 98.991554<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Ruammit Petroleum,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,168 ม.2 ต.ป่าแดด อ.เมืองเชียงใหม่ เชียงใหม่ 50100,18.764427,98.991554,PTT,"
            98.991554,18.764427,0
          "
ปตท หจก.พนาพนธ์เชียงใหม่ (สันป่าตอง),"Name-EN: PTT Panapon Chiang Mai<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 274/1 ม.9 ถ.เชียงใหม่-ฮอด ต.ยุหว่า อ.สันป่าตอง เชียงใหม่ 50120<br>Latitude: 18.5974792<br>Longitude: 98.8883762<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Panapon Chiang Mai,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,274/1 ม.9 ถ.เชียงใหม่-ฮอด ต.ยุหว่า อ.สันป่าตอง เชียงใหม่ 50120,18.5974792,98.8883762,PTT,"
            98.8883762,18.5974792,0
          "
ปตท บจ.ร่วมใจบริการ (2002),Name-EN: PTT Ruamjai Service<br>Power: 120 kW<br>Description: ChargeCore NKR-ADC: 2x CCS2 (1000V 200A)<br>Address: 740 ถ.โชคชัย-เดชอุดม ต.นางรอง อ.นางรอง บุรีรัมย์ 31110<br>Latitude: 14.63474718<br>Longitude: 102.784474<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Ruamjai Service,120 kW,ChargeCore NKR-ADC: 2x CCS2 (1000V 200A),,,740 ถ.โชคชัย-เดชอุดม ต.นางรอง อ.นางรอง บุรีรัมย์ 31110,14.63474718,102.784474,PTT,"
            102.784474,14.63474718,0
          "
ปตท หจก.ส.กมลวัฒนา,"Name-EN: PTT S.Kamol Wattana<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 162 หมู่ 11 ถนนนาเกลือ ตำบลบานา อำเภอเมืองปัตตานี ปัตตานี 94000<br>Latitude: 6.87835<br>Longitude: 101.260576<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT S.Kamol Wattana,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,162 หมู่ 11 ถนนนาเกลือ ตำบลบานา อำเภอเมืองปัตตานี ปัตตานี 94000,6.87835,101.260576,PTT,"
            101.260576,6.87835,0
          "
บิ๊กซี หางดง 1,"Name-EN: BigC Hang Dong 1<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 433/4-5 หมู่ที่ 7 ตาบล/แขวง แม่เหียะ อาเภอ/เขต เมืองเชียงใหม่ จังหวัด เชียงใหม่<br>Latitude: 18.743825039874014<br>Longitude: 98.96182364285089<br>Provider: PTT",#icon-1899-DB4436-labelson,BigC Hang Dong 1,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,433/4-5 หมู่ที่ 7 ตาบล/แขวง แม่เหียะ อาเภอ/เขต เมืองเชียงใหม่ จังหวัด เชียงใหม่,18.743825039874014,98.96182364285089,PTT,"
            98.9618236428509,18.743825039874,0
          "
ปตท โรงแยกก๊าซระยอง,"Name-EN: PTT Rayong Gas Separation Plant<br>Power: 120 kW<br>Description: ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)<br>Address: 555/1 ถ.สุขุมวิท ต.มาบตาพุด อ.เมืองระยอง ระยอง 21000<br>Latitude: 12.7225375879675<br>Longitude: 101.151851555413<br>Provider: PTT",#icon-1899-DB4436-labelson,PTT Rayong Gas Separation Plant,120 kW,"ChargeCore NKR: 2x CCS2, Type 2 (1000V 200A)",,,555/1 ถ.สุขุมวิท ต.มาบตาพุด อ.เมืองระยอง ระยอง 21000,12.7225375879675,101.151851555413,PTT,"
            101.151851555413,12.7225375879675,0
          "
ปตท วงแหวนกาญจนาภิเษก-ตลิ่งชัน,Name-EN: PTT Wongwankarnjanaphisek-Talingchan<br>Power: 120 kW<br>Description: ChargeCore CCSx2: 2x CCS2 (1000V 200A)<br>Address: 365/6 ถ.กาญจนาภิเษก แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170<br>Latitude: 13.7738521<br>Longitude: 100.4072228<br>Provider: PTT,#icon-1899-DB4436-labelson,PTT Wongwankarnjanaphisek-Talingchan,120 kW,ChargeCore CCSx2: 2x CCS2 (1000V 200A),,,365/6 ถ.กาญจนาภิเษก แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,13.7738521,100.4072228,PTT,"
            100.4072228,13.7738521,0
          "
